Carrier,Tons,Commodity,Customers,Date
Algoma,29650,ORE,Arcelor Mittal (Sidbec),11/24/2022
Algoma,28300,GRAIN,Richardson,12/16/2022
Algoma,28300,GRAIN,Cargill,7/6/2022
Algoma,28300,GRAIN,G3,11/30/2022
CSL,31067,ORE,Stelco,4/24/2022
Algoma,28300,GRAIN,Richardson,8/28/2022
Algoma,28300,GRAIN,Richardson,5/10/2022
Algoma,28300,GRAIN,Richardson,4/21/2022
Algoma,28300,GRAIN,Richardson,5/30/2022
CSL,30682,GRAIN,Viterra,10/11/2022
Algoma,28300,ORE,Cliffs Inc.,6/18/2022
Algoma,28300,GRAIN,G3,10/21/2022
CSL,31573,ORE,Stelco,5/7/2022
CSL,39988,ILMENITE ORE,QIT,12/2/2022
CSL,29651,ORE,Stelco,7/7/2022
CSL,30636,GRAIN,Viterra,10/2/2022
CSL,32458,ORE,Stelco,8/24/2022
LLT,26000,GRAIN,Cargill,3/27/2022
CSL,30370,GRAIN,Viterra,10/24/2022
Algoma,28300,GRAIN,Cargill,9/19/2022
Algoma,28300,GRAIN,Cargill,11/3/2022
Algoma,28300,ORE,Cliffs Inc.,8/11/2022
CSL,28246,SALT,Windsor Salt,12/18/2022
Algoma,28300,GRAIN,Cargill,11/19/2022
McKeil,12690,SLAG,Lafarge ,3/25/2022
CSL,20004,GRAIN,ADM Milling,10/4/2022
CSL,24951,OTHER,St Mary's,9/10/2022
CSL,30799,ORE,Cliffs Inc.,7/27/2022
Algoma,28300,GRAIN,Cargill,10/6/2022
CSL,36312,ILMENITE ORE,QIT,6/6/2022
Algoma,28300,GRAIN,Cargill,4/6/2022
CSL,27182,GRAIN,Viterra,11/3/2022
Algoma,28300,GRAIN,Cargill,7/29/2022
CSL,26168,SALT,Windsor Salt,10/18/2022
Algoma,28300,ORE,Arcelor Mittal (Dofasco),9/12/2022
Algoma,28300,ORE,Arcelor Mittal (Dofasco),5/24/2022
CSL,39443,ILMENITE ORE,QIT,10/1/2022
CSL,28604,GRAIN,Sollio,12/13/2022
CSL,26131,SALT,Windsor Salt,10/3/2022
McKeil,12690,COAL,Arcelor Mittal (Dofasco),9/9/2022
CSL,32172,ORE,Stelco,5/27/2022
LLT,25200,GRAIN,Richardson,8/30/2022
CSL,29592,SALT,Windsor Salt,4/11/2022
CSL,29532,ORE,Stelco,5/10/2022
CSL,29428,ORE,Stelco,6/8/2022
CSL,29739,ORE,Stelco,8/20/2022
CSL,32107,ORE,Stelco,11/8/2022
McKeil,12690,GRAIN,G3,10/14/2022
Algoma,28300,ORE,Arcelor Mittal (Dofasco),8/22/2022
McKeil,15000,GRAIN,ADM Agri,7/31/2022
McKeil,15000,GRAIN,ADM Agri,12/2/2022
McKeil,15000,GRAIN,ADM Agri,5/23/2022
CSL,28452,ORE,USS,11/27/2022
CSL,31696,ORE,Stelco,8/10/2022
CSL,29879,ORE,Stelco,6/29/2022
CSL,30388,SALT,Windsor Salt,4/14/2022
CSL,29959,ORE,Stelco,9/1/2022
CSL,28135,GRAIN,Viterra,8/4/2022
CSL,32137,ORE,Stelco,6/5/2022
CSL,25990,ORE,Stelco,8/19/2022
Algoma,28300,ORE,Arcelor Mittal (Dofasco),4/15/2022
Algoma,28300,ORE,Arcelor Mittal (Dofasco),7/23/2022
LLT,18000,STONE,CRH,12/22/2022
Algoma,28300,ORE,Arcelor Mittal (Dofasco),10/16/2022
Algoma,28300,ORE,Arcelor Mittal (Dofasco),6/13/2022
McKeil,13290,ALUMINUM,Aluminerie Alouette,9/5/2022
CSL,25590,ORE,Stelco,5/18/2022
Algoma,28300,ORE,Arcelor Mittal (Dofasco),11/14/2022
CSL,21001,GRAIN,ADM Milling,6/14/2022
Algoma,28300,ORE,Arcelor Mittal (Dofasco),7/1/2022
CSL,39848,ILMENITE ORE,QIT,6/15/2022
CSL,28018,GRAIN,Sollio,11/6/2022
Algoma,28300,ORE,Arcelor Mittal (Dofasco),10/1/2022
Algoma,28300,ORE,Arcelor Mittal (Dofasco),8/6/2022
CSL,30465,ORE,USS,3/24/2022
CSL,32026,ORE,Stelco,8/27/2022
CSL,37117,ILMENITE ORE,QIT,11/2/2022
Algoma,28300,ORE,Arcelor Mittal (Dofasco),5/5/2022
Algoma,28300,ORE,Arcelor Mittal (Sidbec),1/4/2023
CSL,26535,SALT,Windsor Salt,12/30/2022
LLT,22000,STONE,Algoma Steel,10/30/2022
Algoma,28500,GRAIN,Cargill,10/30/2022
Algoma,28500,GRAIN,G3,12/4/2022
Algoma,28500,GRAIN,G3,11/18/2022
CSL,28811,SALT,Windsor Salt,11/14/2022
CSL,31692,ORE,Stelco,8/2/2022
CSL,25642,MILLSCALE,Other,11/30/2022
Algoma,28500,ORE,Arcelor Mittal (Dofasco),12/22/2022
Algoma,28500,GRAIN,Cargill,9/24/2022
Algoma,28500,GRAIN,G3,9/5/2022
LLT,22000,GRAIN,Cargill,8/14/2022
CSL,26530,SALT,Windsor Salt,10/26/2022
CSL,41180,ILMENITE ORE,QIT,7/7/2022
Algoma,28500,GRAIN,Cargill,10/7/2022
Algoma,28500,GRAIN,Cargill,10/18/2022
McKeil,13290,ALUMINUM,Aluminerie Alouette,7/4/2022
LLT,24000,GRAIN,G3,10/28/2022
CSL,37767,ILMENITE ORE,QIT,6/27/2022
CSL,39300,ILMENITE ORE,QIT,8/28/2022
LLT,24000,GRAIN,ADM Agri,5/29/2022
CSL,24964,SUGAR,Redpath,3/7/2022
Algoma,28500,ORE,Arcelor Mittal (Dofasco),8/27/2022
Algoma,28500,ORE,Arcelor Mittal (Dofasco),9/17/2022
CSL,38420,ILMENITE ORE,QIT,11/11/2022
CSL,25703,ORE,Stelco,6/6/2022
CSL,40053,ILMENITE ORE,QIT,8/6/2022
Algoma,29704,GRAIN,Richardson,10/28/2022
Algoma,29704,GRAIN,Richardson,11/17/2022
CSL,36996,ILMENITE ORE,QIT,8/25/2022
CSL,20003,GRAIN,ADM Milling,5/7/2022
CSL,26011,ORE,Stelco,4/29/2022
Algoma,29704,GRAIN,Richardson,9/25/2022
CSL,27448,ORE,Stelco,10/24/2022
Algoma,29704,GRAIN,G3,3/30/2022
CSL,25690,ORE,Stelco,6/22/2022
Algoma,29704,GRAIN,Richardson,12/7/2022
CSL,28364,MILLSCALE,IML_CA,9/12/2022
Algoma,29704,ORE,Arcelor Mittal (Dofasco),9/13/2022
CSL,32119,ORE,Stelco,9/15/2022
McKeil,13290,PIG IRON,#N/A,8/22/2022
CSL,21013,OTHER,IML_CA,7/15/2022
Algoma,29704,ORE,Cliffs Inc.,8/27/2022
CSL,15024,SLAG,Ineos,6/28/2022
CSL,30215,ORE,Stelco,9/12/2022
McKeil,13290,COAL,#N/A,4/15/2022
LLT,26000,ORE,Algoma Steel,5/26/2022
CSL,24631,SALT,Windsor Salt,9/5/2022
Algoma,29704,GRAIN,Cargill,7/30/2022
CSL,29778,ORE,Stelco,7/21/2022
Algoma,29704,GRAIN,Cargill,5/28/2022
CSL,28080,COAL,Lehigh,6/6/2022
CSL,54604,ORE,Stelco,12/13/2022
CSL,28923,ORE,Stelco,4/23/2022
Algoma,29704,ORE,Arcelor Mittal (Dofasco),4/19/2022
CSL,40424,ILMENITE ORE,QIT,6/29/2022
CSL,19004,GRAIN,ADM Milling,8/3/2022
CSL,16032,SLAG,Ineos,4/2/2022
McKeil,12690,GRAIN,Bunge,4/3/2022
McKeil,15000,GRAIN,ADM Agri,10/19/2022
Algoma,29704,GRAIN,Cargill,5/12/2022
CSL,26000,SALT,Windsor Salt,11/3/2022
Algoma,29704,ORE,Arcelor Mittal (Dofasco),12/19/2022
CSL,27918,ORE,Arcelor Mittal (Dofasco),11/17/2022
Algoma,29704,GRAIN,G3,10/20/2022
CSL,28828,ORE,Stelco,9/18/2022
Algoma,29704,ORE,Arcelor Mittal (Dofasco),6/15/2022
McKeil,12690,STEEL COILS,TUBE CITY,8/16/2022
CSL,26533,SALT,Windsor Salt,11/11/2022
CSL,26226,SALT,Windsor Salt,11/18/2022
McKeil,13290,GYPSUM,USG,4/23/2022
CSL,28728,SALT,Windsor Salt,6/25/2022
LLT,25200,GRAIN,Richardson,5/4/2022
McKeil,12690,GRAIN,ADM Agri,5/18/2022
McKeil,15000,STEEL COILS,TUBE CITY,5/7/2022
CSL,29446,ORE,Stelco,6/1/2022
CSL,26104,OTHER,IML_CA,6/11/2022
CSL,64289,ORE,Stelco,8/14/2022
CSL,30376,SALT,Windsor Salt,9/23/2022
McKeil,12690,COAL,EXPORT,9/2/2022
CSL,27975,SALT,Windsor Salt,11/30/2022
Algoma,29704,GRAIN,G3,6/23/2022
CSL,41152,ILMENITE ORE,QIT,7/15/2022
Algoma,29704,ORE,Arcelor Mittal (Dofasco),3/22/2022
Algoma,29704,GRAIN,G3,4/29/2022
CSL,23300,OTHER,St Mary's,12/14/2022
Algoma,29704,ORE,Arcelor Mittal (Dofasco),6/9/2022
CSL,34094,STONE,Mariner Towing ,5/19/2022
McKeil,15000,GRAIN,ADM Agri,11/17/2022
CSL,32772,SALT,Windsor Salt,6/19/2022
McKeil,13290,GRAIN,G3,12/5/2022
Algoma,29704,GRAIN,Bunge,8/15/2022
Algoma,29704,GRAIN,G3,10/14/2022
CSL,25916,SALT,Windsor Salt,4/19/2022
CSL,38012,ILMENITE ORE,QIT,7/5/2022
CSL,61025,ORE,Stelco,4/28/2022
LLT,22000,GRAIN,P & H,10/13/2022
Algoma,29704,ORE,Arcelor Mittal (Dofasco),4/12/2022
CSL,28440,ORE,IML_CA,5/23/2022
Algoma,29704,ORE,Arcelor Mittal (Dofasco),5/22/2022
CSL,33752,STONE,Great Eastern,5/26/2022
CSL,29475,ORE,Stelco,9/25/2022
Algoma,29704,ORE,Arcelor Mittal (Dofasco),5/6/2022
Algoma,29704,ORE,Arcelor Mittal (Dofasco),9/7/2022
Algoma,29704,ORE,Arcelor Mittal (Dofasco),8/21/2022
McKeil,15000,GRAIN,ADM Agri,1/2/2023
McKeil,13290,ALUMINUM,Aluminerie Alouette,8/19/2022
CSL,26378,SALT,Windsor Salt,12/5/2022
CSL,29386,ORE,Stelco,5/25/2022
Algoma,29704,ORE,Arcelor Mittal (Dofasco),10/8/2022
CSL,33013,ORE,Stelco,7/6/2022
CSL,16668,OTHER,St Mary's,6/17/2022
Algoma,29704,ORE,Arcelor Mittal (Dofasco),12/1/2022
CSL,22166,SALT,Windsor Salt,10/16/2022
CSL,20838,GRAIN,ADM Milling,7/13/2022
CSL,20002,GRAIN,ADM Milling,5/27/2022
Algoma,29704,ORE,Arcelor Mittal (Dofasco),8/10/2022
CSL,28205,ORE,IML_CA,5/14/2022
Algoma,29704,ORE,Arcelor Mittal (Dofasco),11/12/2022
CSL,24738,SALT,Windsor Salt,6/24/2022
CSL,28956,SALT,Windsor Salt,11/2/2022
Algoma,29500,GRAIN,Hansen Mueller,10/11/2022
CSL,26351,SALT,Windsor Salt,11/26/2022
CSL,25490,SALT,Windsor Salt,4/12/2022
Algoma,29500,SALT,Sifto,6/19/2022
McKeil,15000,GRAIN,ADM Agri,10/31/2022
CSL,24855,SALT,Windsor Salt,5/26/2022
CSL,32798,SALT,Windsor Salt,7/13/2022
CSL,31491,SALT,Windsor Salt,5/9/2022
CSL,30409,GYPSUM,IML_CA,12/4/2022
CSL,38705,ILMENITE ORE,QIT,11/25/2022
CSL,22156,OTHER,IML_CA,7/1/2022
CSL,27143,ORE,Stelco,11/19/2022
Algoma,29500,SALT,Sifto,12/22/2022
Algoma,29500,SALT,Sifto,4/4/2022
McKeil,12690,GRAIN,ADM Agri,1/6/2023
Algoma,29500,SALT,Sifto,12/14/2022
CSL,30348,ORE,Stelco,6/26/2022
McKeil,12690,COKE,Arcelor Mittal (Dofasco),7/21/2022
CSL,53358,ORE,Stelco,4/20/2022
McKeil,13290,STEEL COILS,TUBE CITY,4/8/2022
CSL,28672,SALT,Windsor Salt,4/16/2022
Algoma,29500,GRAIN,G3,12/7/2022
Algoma,29500,SALT,Sifto,4/16/2022
Algoma,29500,SALT,Sifto,11/12/2022
CSL,40906,ILMENITE ORE,QIT,8/14/2022
Algoma,29500,STONE,Lafarge ,7/9/2022
McKeil,15000,GRAIN,ADM Agri,11/25/2022
CSL,33455,STONE,Great Eastern,7/12/2022
Algoma,29500,SALT,Sifto,6/12/2022
Algoma,29500,STONE,Lafarge ,10/24/2022
Algoma,29500,GRAIN,G3,9/15/2022
Algoma,29500,GRAIN,Hansen Mueller,7/28/2022
Algoma,29500,SALT,Sifto,3/29/2022
CSL,41875,ILMENITE ORE,QIT,6/8/2022
Algoma,29500,SALT,Sifto,10/5/2022
McKeil,13290,GRAIN,G3,4/30/2022
Algoma,29500,SALT,Sifto,1/2/2023
Algoma,29500,SALT,Sifto,11/19/2022
Algoma,29500,SALT,Sifto,9/22/2022
Algoma,29500,SALT,Sifto,12/2/2022
CSL,37358,ILMENITE ORE,QIT,4/13/2022
Algoma,29500,STONE,Ontario Trap Rock,9/1/2022
CSL,30502,ORE,Stelco,8/15/2022
LLT,22000,STONE,SWS,9/28/2022
CSL,30176,STONE,Lafarge ,5/25/2022
CSL,29800,ORE,Stelco,8/13/2022
CSL,31920,SALT,Windsor Salt,7/24/2022
CSL,24880,SALT,Windsor Salt,6/2/2022
Algoma,29500,SALT,Sifto,4/23/2022
Algoma,29500,SALT,Sifto,11/27/2022
CSL,28207,SALT,Windsor Salt,3/29/2022
CSL,29770,ORE,Stelco,7/31/2022
McKeil,13290,SLAG,CRH,9/30/2022
CSL,33070,SALT,Windsor Salt,1/16/2023
CSL,28954,SALT,Windsor Salt,5/15/2022
Algoma,29500,GRAIN,ADM Agri,7/16/2022
McKeil,13290,GRAIN,G3,9/9/2022
CSL,62287,ORE,Stelco,11/18/2022
CSL,25097,ORE,Stelco,4/17/2022
Algoma,29500,SALT,Sifto,5/21/2022
LLT,22000,STONE,Lafarge ,8/1/2022
McKeil,15000,GRAIN,ADM Agri,10/12/2022
Algoma,29500,SALT,Sifto,9/10/2022
CSL,37087,ILMENITE ORE,QIT,10/25/2022
CSL,33470,SALT,Windsor Salt,3/24/2022
Algoma,29500,SALT,Sifto,8/4/2022
McKeil,13290,GYPSUM,USG,9/23/2022
Algoma,29500,STONE,Lafarge ,9/30/2022
CSL,38419,ILMENITE ORE,QIT,10/27/2022
Algoma,29500,SALT,Sifto,11/4/2022
Algoma,29500,SALT,Sifto,1/8/2023
CSL,38030,ILMENITE ORE,QIT,5/26/2022
Algoma,29500,STONE,Lafarge ,5/4/2022
CSL,24616,SALT,Windsor Salt,8/24/2022
Algoma,29500,SALT,Sifto,5/16/2022
Algoma,29500,SALT,Sifto,5/26/2022
Algoma,29500,SALT,Sifto,5/30/2022
Algoma,29500,SALT,Sifto,1/12/2023
Algoma,29500,SALT,Sifto,10/31/2022
Algoma,29500,SALT,Sifto,9/6/2022
Algoma,29500,SALT,Sifto,8/14/2022
CSL,28401,SALT,Windsor Salt,3/30/2022
Algoma,29500,SALT,Sifto,7/5/2022
LLT,22000,GRAIN,Cargill,1/2/2023
CSL,39160,ILMENITE ORE,QIT,8/21/2022
Algoma,29500,STONE,Lafarge ,7/24/2022
CSL,28313,SALT,Windsor Salt,3/23/2022
CSL,28758,SALT,Windsor Salt,7/23/2022
CSL,28891,SALT,Windsor Salt,10/18/2022
Algoma,29500,STONE,Lafarge ,4/12/2022
LLT,22000,GRAIN,Richardson,12/29/2022
LLT,24000,GRAIN,Cargill,10/4/2022
CSL,30495,GYPSUM,IML_CA,7/26/2022
Algoma,29500,STONE,SWS,8/18/2022
McKeil,13290,GRAIN,Viterra,5/21/2022
CSL,28784,SALT,Windsor Salt,7/18/2022
CSL,28804,ORE,Stelco,5/6/2022
CSL,22964,OTHER,St Mary's,12/7/2022
CSL,37807,ILMENITE ORE,QIT,6/20/2022
CSL,35348,ILMENITE ORE,QIT,5/13/2022
Algoma,29500,SALT,Sifto,8/22/2022
LLT,22000,GRAIN,Cargill,12/1/2022
Algoma,29500,STONE,Lafarge ,9/27/2022
Algoma,29500,SALT,Sifto,7/21/2022
CSL,29601,COAL,Stelco,7/27/2022
CSL,38126,ILMENITE ORE,QIT,10/15/2022
Algoma,29500,SALT,Sifto,8/9/2022
Algoma,29500,STONE,Ontario Trap Rock,7/2/2022
McKeil,13290,GRAIN,Cargill,7/12/2022
Algoma,29500,SALT,Sifto,5/1/2022
McKeil,13290,PERI QUARTZ,FEDERAL WHITE,10/24/2022
CSL,28166,GRAIN,Sollio,12/10/2022
Algoma,29500,SALT,Sifto,6/9/2022
Algoma,29500,SALT,Sifto,8/29/2022
Algoma,29500,STONE,Lafarge ,8/26/2022
Algoma,29500,STONE,Lafarge ,6/6/2022
Algoma,29500,COAL,Arcelor Mittal (Dofasco),11/9/2022
CSL,26000,SALT,Windsor Salt,2/8/2023
CSL,38136,ILMENITE ORE,QIT,11/18/2022
Algoma,29500,STONE,Ontario Trap Rock,4/28/2022
Algoma,29500,STONE,Lafarge ,11/24/2022
CSL,56561,ORE,Stelco,11/1/2022
LLT,24000,COAL,Algoma Steel,12/20/2022
CSL,23809,ORE,Stelco,12/14/2022
CSL,24736,SALT,Windsor Salt,8/13/2022
Algoma,29500,STONE,Lafarge ,6/3/2022
Algoma,29500,SALT,Sifto,5/9/2022
CSL,25351,SALT,Windsor Salt,6/14/2022
McKeil,12690,COKE,Arcelor Mittal (Dofasco),8/10/2022
Algoma,29500,STONE,Lafarge ,8/12/2022
CSL,26100,OTHER,St Mary's,5/19/2022
Algoma,29500,SALT,Sifto,5/14/2022
Algoma,29500,STONE,Lafarge ,5/11/2022
Algoma,24000,SALT,Sifto,10/4/2022
Algoma,24000,STONE,Lafarge ,4/23/2022
Algoma,24000,SALT,Sifto,4/14/2022
McKeil,13290,GRAIN,Richardson,3/31/2022
CSL,26000,SALT,Windsor Salt,2/2/2023
CSL,24499,SALT,Windsor Salt,8/7/2022
CSL,24687,OTHER,St Mary's,8/7/2022
McKeil,13290,PERI QUARTZ,FEDERAL WHITE,11/24/2022
Algoma,24000,GRAIN,Hansen Mueller,12/18/2022
McKeil,13290,GRAIN,Richardson,8/13/2022
CSL,24730,SALT,Windsor Salt,5/14/2022
McKeil,13290,GRAIN,Richardson,12/10/2022
Algoma,24000,ORE,Arcelor Mittal (Dofasco),8/22/2022
CSL,33365,STONE,Great Eastern,5/6/2022
LLT,22000,COAL,Lafarge ,12/10/2022
CSL,40202,ILMENITE ORE,QIT,7/31/2022
CSL,38066,ILMENITE ORE,QIT,6/2/2022
Algoma,24000,GRAIN,Hansen Mueller,1/1/2023
Algoma,24000,SALT,Sifto,9/13/2022
Algoma,24000,POTASH,Mosaic,11/20/2022
LLT,22000,GRAIN,Cargill,11/29/2022
CSL,42259,ILMENITE ORE,QIT,6/23/2022
CSL,30900,STONE,Lafarge ,12/27/2022
CSL,19845,SALT,Windsor Salt,10/19/2022
Algoma,24000,STONE,Lafarge ,11/4/2022
Algoma,24000,SALT,Sifto,7/4/2022
McKeil,15000,GRAIN,ADM Agri,1/9/2023
Algoma,24000,SALT,Sifto,8/6/2022
Algoma,24000,SALT,Sifto,12/27/2022
McKeil,12690,COKE,Arcelor Mittal (Dofasco),10/22/2022
Algoma,24000,SALT,Sifto,7/18/2022
CSL,37057,ILMENITE ORE,QIT,4/26/2022
LLT,24000,GRAIN,Cargill,6/13/2022
Algoma,24000,SALT,Sifto,7/12/2022
LLT,24000,GRAIN,ADM Agri,4/16/2022
CSL,38409,ILMENITE ORE,QIT,5/7/2022
LLT,22000,SALT,Windsor Salt,4/4/2022
Algoma,24000,OTHER,Other,9/21/2022
Algoma,24000,SALT,Sifto,6/14/2022
LLT,24000,ORE,Algoma Steel,9/8/2022
LLT,24000,GRAIN,P & H,1/4/2023
CSL,25353,SALT,Windsor Salt,4/6/2022
McKeil,12690,GRAIN,ADM Agri,5/28/2022
CSL,27570,STONE,Stelco,10/28/2022
Algoma,24000,SAND,Lakeshore Sand,8/12/2022
CSL,25651,SALT,Windsor Salt,4/30/2022
CSL,24505,SALT,Windsor Salt,7/15/2022
CSL,26054,SALT,Windsor Salt,10/12/2022
McKeil,13290,GRAIN,Cargill,10/18/2022
CSL,30723,GYPSUM,IML_CA,9/1/2022
CSL,37079,ILMENITE ORE,QIT,4/20/2022
Algoma,24000,STONE,Ontario Trap Rock,11/28/2022
Algoma,24000,SLAG,St Mary's,6/28/2022
Algoma,24000,POTASH,Potash Corp.,4/7/2022
Algoma,24000,SALT,Sifto,8/1/2022
Algoma,24000,SALT,Sifto,9/27/2022
LLT,24000,COAL,Algoma Steel,8/19/2022
LLT,24000,COAL,Algoma Steel,9/28/2022
CSL,30574,STONE,Stelco,5/8/2022
Algoma,24000,STONE,Ontario Trap Rock,10/27/2022
McKeil,15000,STEEL COILS,TUBE CITY,3/28/2022
Algoma,24000,SALT,Sifto,11/15/2022
Algoma,24000,SALT,Sifto,4/2/2022
Algoma,24000,SALT,Sifto,9/5/2022
CSL,27070,COAL,Stelco,9/13/2022
CSL,24831,SALT,Windsor Salt,6/9/2022
Algoma,24000,SALT,Sifto,1/10/2023
Algoma,24000,POTASH,Potash Corp.,5/3/2022
CSL,63501,ORE,Stelco,6/12/2022
McKeil,12690,COKE,Arcelor Mittal (Dofasco),12/22/2022
CSL,30000,SALT,Windsor Salt,1/28/2023
CSL,52865,ORE,Stelco,12/28/2022
CSL,24756,SALT,Windsor Salt,5/20/2022
CSL,36221,ILMENITE ORE,QIT,5/20/2022
LLT,24000,COAL,Algoma Steel,3/30/2022
Algoma,24000,SALT,Sifto,12/3/2022
Algoma,24000,SALT,Sifto,10/23/2022
Algoma,24000,STONE,Lafarge ,11/11/2022
Algoma,24000,SALT,Sifto,5/23/2022
CSL,55855,ORE,Stelco,5/20/2022
CSL,38010,ILMENITE ORE,QIT,10/9/2022
CSL,30275,MILLSCALE,Other,7/8/2022
CSL,28104,SALT,Windsor Salt,12/13/2022
LLT,18000,STONE,Lafarge ,8/22/2022
Algoma,24000,SALT,Sifto,12/13/2022
Algoma,24000,SALT,Sifto,8/17/2022
Algoma,24000,SALT,Sifto,5/10/2022
Algoma,24000,STONE,Ontario Trap Rock,10/16/2022
CSL,28575,SALT,Windsor Salt,8/12/2022
McKeil,15000,STEEL COILS,TUBE CITY,6/27/2022
Algoma,24000,STONE,Ontario Trap Rock,5/30/2022
Algoma,24000,SAND,Lakeshore Sand,6/25/2022
McKeil,13290,GYPSUM,USG,4/2/2022
McKeil,13290,GRAIN,G3,4/17/2022
Algoma,24000,SAND,Lakeshore Sand,5/20/2022
CSL,26000,SALT,Windsor Salt,1/28/2023
CSL,26000,SALT,Windsor Salt,2/15/2023
Algoma,24000,SALT,Sifto,11/1/2022
Algoma,24000,SALT,Sifto,8/31/2022
Algoma,24000,STONE,Lafarge ,9/10/2022
LLT,26000,ORE,Algoma Steel,4/11/2022
CSL,31005,STONE,Stelco,7/18/2022
Algoma,24000,STONE,Lafarge ,7/24/2022
CSL,27160,COAL,Stelco,11/17/2022
CSL,26957,OTHER,St Mary's,5/13/2022
CSL,23762,ORE,Stelco,11/4/2022
Algoma,24000,SALT,Sifto,12/8/2022
LLT,18000,STONE,Cargill,10/29/2022
Algoma,24000,STONE,SWS,6/6/2022
Algoma,24000,SALT,Sifto,5/17/2022
LLT,24000,GRAIN,P & H,12/4/2022
CSL,29742,ORE,Stelco,8/1/2022
CSL,33549,STONE,Great Eastern,8/29/2022
Algoma,24000,SALT,Sifto,6/22/2022
CSL,55493,ORE,Stelco,11/10/2022
CSL,33981,STONE,Mariner Towing ,8/24/2022
Algoma,24000,STONE,Ontario Trap Rock,5/14/2022
CSL,59128,ORE,Stelco,4/8/2022
Algoma,24000,GRAIN,G3,5/7/2022
Algoma,24000,STONE,Lafarge ,7/30/2022
LLT,24000,GRAIN,P & H,4/5/2022
Algoma,24000,SALT,Sifto,6/3/2022
Algoma,24000,STONE,Lafarge ,6/19/2022
Algoma,24000,GRAIN,Kraft,4/12/2022
Algoma,24000,STONE,Lafarge ,10/20/2022
Algoma,24000,SALT,Sifto,7/27/2022
CSL,30000,SALT,Windsor Salt,2/3/2023
Algoma,24000,STONE,Ontario Trap Rock,12/11/2022
Algoma,24000,STONE,Lafarge ,7/10/2022
CSL,33250,STONE,Great Eastern,8/18/2022
LLT,22000,GRAIN,Cargill,11/10/2022
Algoma,24000,STONE,Lafarge ,5/28/2022
Algoma,24000,STONE,Lafarge ,6/11/2022
CSL,35570,ILMENITE ORE,QIT,5/2/2022
Algoma,24000,SALT,Sifto,6/9/2022
Algoma,24000,STONE,Lafarge ,10/2/2022
CSL,33677,STONE,RTSA,7/19/2022
LLT,22000,STONE,Lafarge ,7/3/2022
Algoma,24000,STONE,Lafarge ,9/3/2022
CSL,64500,ORE,Stelco,7/13/2022
CSL,28640,SALT,Windsor Salt,6/7/2022
Algoma,28500,GRAIN,Richardson,5/10/2022
McKeil,13290,GRAIN,G3,10/30/2022
CSL,26825,COAL,Stelco,10/31/2022
Algoma,28500,SALT,Sifto,12/21/2022
Algoma,28500,COAL,McInnis,4/17/2022
Algoma,28500,ORE,Arcelor Mittal (Sidbec),9/18/2022
Algoma,28500,STONE,Arcelor Mittal (QCM),5/26/2022
LLT,24000,COAL,Algoma Steel,4/11/2022
Algoma,28500,COAL,EXPORT,8/18/2022
Algoma,28500,ORE,Arcelor Mittal (Sidbec),3/6/2022
CSL,28058,SALT,Windsor Salt,12/7/2022
Algoma,28500,STONE,Arcelor Mittal (QCM),6/17/2022
LLT,22000,STONE,SWS,7/20/2022
CSL,27436,ORE,IML_CA,6/1/2022
Algoma,28500,GRAIN,P & H,10/20/2022
CSL,25285,COAL,Stelco,10/23/2022
Algoma,28500,GRAIN,P & H,12/31/2022
Algoma,28500,STONE,Arcelor Mittal (QCM),8/29/2022
LLT,22000,SALT,Windsor Salt,1/4/2023
Algoma,28500,SALT,Sifto,12/9/2022
Algoma,28500,ORE,Arcelor Mittal (Sidbec),7/9/2022
McKeil,15000,COKE,#N/A,4/15/2022
LLT,22000,COAL,Algoma Steel,8/25/2022
LLT,22000,GRAIN,P & H,12/28/2022
CSL,30000,SALT,Windsor Salt,1/22/2023
LLT,22000,STONE,Ontario Trap Rock,5/26/2022
CSL,25672,SALT,Windsor Salt,9/28/2022
Algoma,28500,STONE,Arcelor Mittal (QCM),6/30/2022
Algoma,28500,ORE,Arcelor Mittal (Sidbec),6/11/2022
CSL,24914,SALT,Windsor Salt,9/13/2022
CSL,24756,ORE,Stelco,9/17/2022
Algoma,28500,ORE,Arcelor Mittal (Sidbec),4/3/2022
CSL,30073,COAL,Stelco,5/22/2022
Algoma,28500,ORE,Arcelor Mittal (Sidbec),10/3/2022
CSL,23634,OTHER,St Mary's,10/11/2022
Algoma,28500,STONE,Arcelor Mittal (QCM),7/24/2022
CSL,30208,SALT,Windsor Salt,11/11/2022
CSL,31688,STONE,Lafarge ,5/1/2022
CSL,26832,SALT,Windsor Salt,7/30/2022
McKeil,12690,COKE,Arcelor Mittal (Dofasco),6/6/2022
CSL,29237,STONE,Stelco,12/5/2022
LLT,22000,GRAIN,P & H,9/15/2022
LLT,22000,STONE,Lafarge ,9/21/2022
CSL,26520,OTHER,St Mary's,5/1/2022
Algoma,28500,ORE,Arcelor Mittal (Sidbec),3/24/2022
CSL,28695,COAL,Stelco,7/12/2022
McKeil,13290,SLAG,CRH,7/29/2022
CSL,24751,SALT,Windsor Salt,8/31/2022
CSL,27563,GRAIN,Sollio,10/28/2022
McKeil,12690,STEEL COILS,TUBE CITY,8/28/2022
CSL,31235,STONE,RTSA,10/31/2022
LLT,22000,STONE,Lafarge ,6/29/2022
Algoma,28500,ORE,Arcelor Mittal (Dofasco),9/12/2022
